Probe Set ID	Gene Title	Entrez Gene ID	Ensembl
213054_at	HAUS augmin like complex subunit 5	23354	ENSG00000249115 /// OTTHUMG00000048110
213058_at	tetratricopeptide repeat domain 28	23331	ENSG00000100154 /// OTTHUMG00000151006
213065_at	zinc finger, C3H1-type containing	196441	ENSG00000133858 /// OTTHUMG00000169545
213068_at	dermatopontin	1805	ENSG00000143196 /// OTTHUMG00000034554
213073_at	zinc finger, FYVE domain containing 26	23503	ENSG00000072121 /// OTTHUMG00000171274
213076_at	inositol-trisphosphate 3-kinase C	80271	ENSG00000086544 /// OTTHUMG00000182688
213107_at	TRAF2 and NCK interacting kinase	23043	ENSG00000154310 /// OTTHUMG00000159036
213117_at	kelch-like family member 9	55958	ENSG00000198642 /// OTTHUMG00000019669
213118_at	UHRF1 binding protein 1-like	23074	ENSG00000111647 /// OTTHUMG00000170195
213123_at	microfibrillar associated protein 3	4238	---
213139_at	snail family zinc finger 2	6591	ENSG00000019549 /// OTTHUMG00000149912
213143_at	chromosome 2 open reading frame 72	257407	ENSG00000204128 /// OTTHUMG00000153996
213199_at	C2 calcium-dependent domain containing 3	26005	ENSG00000168014 /// OTTHUMG00000168110
213202_at	SET domain containing 1A	9739	ENSG00000099381 /// OTTHUMG00000150474
213210_at	TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa	10629	ENSG00000162227 /// OTTHUMG00000167610
213234_at	family with sequence similarity 234, member B	57613	ENSG00000084444 /// OTTHUMG00000168774
213256_at	membrane associated ring finger 3	115123	ENSG00000173926 /// OTTHUMG00000128968
213258_at	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	7035	ENSG00000003436 /// OTTHUMG00000132634
213259_s_at	sterile alpha and TIR motif containing 1	23098	ENSG00000004139 /// OTTHUMG00000132499
213261_at	tetratricopeptide repeat and ankyrin repeat containing 1	9881	ENSG00000168016 /// OTTHUMG00000155848
213277_at	ZFP36 ring finger protein-like 1	677	ENSG00000185650 /// OTTHUMG00000171385
213278_at	myotubularin related protein 9	66036	ENSG00000104643 /// OTTHUMG00000090647
213296_at	retention in endoplasmic reticulum sorting receptor 1	11079	ENSG00000157916 /// OTTHUMG00000001403
213316_at	KIAA1462	57608	ENSG00000165757 /// OTTHUMG00000017885
213357_at	general transcription factor IIH subunit 5	404672	ENSG00000272047 /// OTTHUMG00000015906
213389_at	zinc finger protein 592	9640	ENSG00000166716 /// OTTHUMG00000172490
213402_at	zinc finger protein 787	126208	ENSG00000142409 /// OTTHUMG00000181760
213428_s_at	collagen, type VI, alpha 1	1291	ENSG00000142156 /// OTTHUMG00000090440
213445_at	zinc finger CCCH-type containing 3	23144	ENSG00000014164 /// OTTHUMG00000165127
213467_at	Rho family GTPase 2	8153	ENSG00000108830 /// OTTHUMG00000180817
213474_at	potassium channel tetramerization domain containing 7	154881	ENSG00000243335 /// OTTHUMG00000129543
213521_at	protein tyrosine phosphatase, non-receptor type 18 (brain-derived)	26469	ENSG00000072135 /// OTTHUMG00000131630
213522_s_at	casein kinase 1, delta	1453	ENSG00000141551 /// OTTHUMG00000178601
213573_at	karyopherin (importin) beta 1	3837	ENSG00000108424 /// OTTHUMG00000036957
213578_at	bone morphogenetic protein receptor type IA	657	ENSG00000107779 /// OTTHUMG00000018657
213600_at	signal-induced proliferation-associated 1 like 3	23094	ENSG00000105738 /// OTTHUMG00000073727
213618_at	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	116984	ENSG00000047365 /// OTTHUMG00000097811
213626_at	carbonyl reductase 4	84869	ENSG00000145439 /// OTTHUMG00000161025
213647_at	DNA replication helicase/nuclease 2	1763	ENSG00000138346 /// OTTHUMG00000018352
213654_at	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa	27097	ENSG00000135801 /// OTTHUMG00000039463
213658_at	---	---	---
213667_at	transmembrane protein 265	100862671	ENSG00000281991 /// OTTHUMG00000191414
213685_at	TCEB3 antisense RNA 1	100506963	ENSG00000236810
213694_at	round spermatid basic protein 1	54665	ENSG00000081019 /// OTTHUMG00000011938
213698_at	ZMYM6 neighbor	100506144	ENSG00000243749 /// OTTHUMG00000004158
213707_s_at	distal-less homeobox 5	1749	ENSG00000105880 /// OTTHUMG00000154200
213715_s_at	KN motif and ankyrin repeat domains 3	256949	ENSG00000186994 /// OTTHUMG00000182461
213721_at	SRY box 2	6657	ENSG00000181449 /// OTTHUMG00000158222
213725_x_at	xylosyltransferase I	64131	ENSG00000103489 /// OTTHUMG00000129975
213739_at	uncharacterized LOC103344931 /// vesicle transport through interaction with t-SNAREs 1A	143187 /// 103344931	ENSG00000260917
213745_at	attractin-like 1	26033	ENSG00000107518 /// OTTHUMG00000019096
213750_at	ribosomal L1 domain containing 1	26156	ENSG00000171490 /// OTTHUMG00000129824
213751_at	protein phosphatase 1, regulatory subunit 37	284352	ENSG00000104866 /// OTTHUMG00000168143
213768_s_at	achaete-scute family bHLH transcription factor 1	429	ENSG00000139352 /// OTTHUMG00000169967
213791_at	proenkephalin	5179	ENSG00000181195 /// OTTHUMG00000164409
213797_at	radical S-adenosyl methionine domain containing 2	91543	ENSG00000134321 /// OTTHUMG00000090352
213823_at	homeobox A11	3207	ENSG00000005073 /// OTTHUMG00000023437
213830_at	YME1-like 1 ATPase	10730	---
213853_at	DnaJ (Hsp40) homolog, subfamily C, member 24	120526	---
213909_at	leucine rich repeat containing 15	131578	ENSG00000172061 /// OTTHUMG00000156048
213913_s_at	TBC1 domain family, member 30	23329	ENSG00000111490 /// OTTHUMG00000168824
213915_at	natural killer cell granule protein 7	4818	ENSG00000105374 /// OTTHUMG00000182898
213953_at	keratin 20, type I	54474	ENSG00000171431 /// ENSG00000263057 /// OTTHUMG00000133366 /// OTTHUMG00000181699
213965_s_at	chromodomain helicase DNA binding protein 5	26038	ENSG00000116254 /// OTTHUMG00000000952
213978_at	metastasis suppressor 1-like	92154	ENSG00000132613 /// OTTHUMG00000177023
213997_at	family with sequence similarity 189, member A1	23359	ENSG00000104059 /// ENSG00000273564 /// OTTHUMG00000172185 /// OTTHUMG00000191394
214023_x_at	tubulin, beta 2B class IIb	347733	ENSG00000137285 /// OTTHUMG00000014143
214030_at	crystallin beta-gamma domain containing 3	131544	ENSG00000080200 /// OTTHUMG00000159187
214046_at	fucosyltransferase 9 (alpha (1,3) fucosyltransferase)	10690	ENSG00000172461 /// OTTHUMG00000015236
214058_at	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog	4610	ENSG00000116990 /// OTTHUMG00000009243
214094_at	far upstream element (FUSE) binding protein 1	8880	ENSG00000162613 /// OTTHUMG00000040799
214124_x_at	FGFR1 oncogene partner	11116	ENSG00000213066 /// OTTHUMG00000016011
214140_at	solute carrier family 25 (mitochondrial carrier), member 16	8034	ENSG00000122912 /// OTTHUMG00000018354
214145_s_at	spectrin, beta, erythrocytic	6710	ENSG00000070182 /// OTTHUMG00000171550
214162_at	additional sex combs like transcriptional regulator 3 /// uncharacterized LOC284244	80816 /// 284244	ENSG00000141431 /// OTTHUMG00000178395
214169_at	Sad1 and UNC84 domain containing 1	23353	ENSG00000164828 /// OTTHUMG00000151426
214202_at	protein geranylgeranyltransferase type I, beta subunit	5229	ENSG00000164219 /// OTTHUMG00000128893
214205_x_at	glutaredoxin 3	10539	ENSG00000108010 /// OTTHUMG00000019267
214220_s_at	Alstrom syndrome protein 1	7840	ENSG00000116127 /// OTTHUMG00000152812
214241_at	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa	4714	ENSG00000166136 /// OTTHUMG00000019346
214260_at	COP9 signalosome subunit 8	10920	ENSG00000198612 /// OTTHUMG00000133297
214321_at	nephroblastoma overexpressed	4856	---
214362_at	regulator of G-protein signaling 12	6002	ENSG00000159788 /// OTTHUMG00000090277
214435_x_at	v-ral simian leukemia viral oncogene homolog A (ras related)	5898	ENSG00000006451 /// OTTHUMG00000128775
214457_at	homeobox A2	3199	ENSG00000105996 /// OTTHUMG00000023208
214473_x_at	PMS1 homolog 2, mismatch repair system component pseudogene 3	5387	ENSG00000127957
214509_at	histone cluster 1, H3i	8354	---
214576_at	keratin 36, type I	8689	ENSG00000126337 /// OTTHUMG00000133431
214588_s_at	microfibrillar associated protein 3	4238	---
214602_at	collagen, type IV, alpha 4	1286	ENSG00000081052 /// OTTHUMG00000149892
214604_at	homeobox D11	3237	ENSG00000128713 /// OTTHUMG00000132510
214609_at	paired-like homeobox 2a	401	ENSG00000165462 /// OTTHUMG00000167899
214618_at	CASP8 and FADD like apoptosis regulator	8837	ENSG00000003402 /// OTTHUMG00000132819
214635_at	claudin 9	9080	ENSG00000213937 /// OTTHUMG00000129000
214660_at	integrin alpha 1	3672	ENSG00000213949 /// OTTHUMG00000131163
214672_at	tubulin tyrosine ligase-like family member 5	23093	ENSG00000119685 /// OTTHUMG00000171611
214695_at	ubiquitin associated protein 2 like	9898	ENSG00000143569 /// OTTHUMG00000035983
214705_at	InaD-like (Drosophila)	10207	ENSG00000132849 /// OTTHUMG00000008560
214748_at	NEDD4 binding protein 2-like 2	10443	ENSG00000244754 /// OTTHUMG00000016700
214754_at	tet methylcytosine dioxygenase 3	200424	ENSG00000187605 /// OTTHUMG00000152823
214763_at	acyl-CoA thioesterase 11	26027	ENSG00000162390 /// OTTHUMG00000009891
214769_at	chloride channel, voltage-sensitive 4	1183	ENSG00000073464
214800_x_at	basic transcription factor 3	689	ENSG00000145741 /// OTTHUMG00000102031
214817_at	unc-13 homolog A (C. elegans)	23025	ENSG00000130477 /// OTTHUMG00000163877
214844_s_at	docking protein 5	55816	ENSG00000101134 /// OTTHUMG00000032778
214846_s_at	alpha kinase 3	57538	ENSG00000136383 /// OTTHUMG00000148667
214859_at	follistatin-like 4	23105	ENSG00000053108 /// OTTHUMG00000162729
214896_at	long intergenic non-protein coding RNA 1314	100996492	ENSG00000259417
214927_at	integrin beta like 1	9358	ENSG00000198542 /// OTTHUMG00000017296
214936_at	leucine-rich repeats and calponin homology (CH) domain containing 1	23143	---
214944_at	PH domain and leucine rich repeat protein phosphatase 2	23035	ENSG00000040199 /// OTTHUMG00000176867
214952_at	neural cell adhesion molecule 1	4684	ENSG00000149294 /// OTTHUMG00000167196
214987_at	GRB2-associated binding protein 1	2549	ENSG00000109458 /// OTTHUMG00000161432
214997_at	suppressor of cancer cell invasion	286205	ENSG00000173611 /// OTTHUMG00000020667
215024_at	CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated	221960	---
215025_at	neurotrophic tyrosine kinase, receptor, type 3	4916	ENSG00000140538 /// OTTHUMG00000148677
215026_x_at	sodium channel, non voltage gated 1 alpha subunit	6337	ENSG00000111319
215030_at	G-rich RNA sequence binding factor 1	2926	ENSG00000132463 /// OTTHUMG00000160846
215039_at	long intergenic non-protein coding RNA 1140	339524	ENSG00000267272
215065_at	PHD finger protein 8	23133	ENSG00000172943 /// OTTHUMG00000021622
215104_at	nuclear receptor interacting protein 2	83714	ENSG00000053702 /// OTTHUMG00000130616
215112_x_at	MCF.2 cell line derived transforming sequence-like 2	23101	ENSG00000053524 /// OTTHUMG00000158388
215181_at	cadherin 22, type 2	64405	ENSG00000149654 /// OTTHUMG00000033073
215187_at	uncharacterized LOC55338	55338	---
215189_at	keratin 86, type II	3892	ENSG00000170442 /// OTTHUMG00000184153
215198_s_at	caldesmon 1	800	ENSG00000122786
215232_at	Rho GTPase activating protein 44	9912	ENSG00000006740 /// OTTHUMG00000058765
215276_at	WAP four-disulfide core domain 8	90199	ENSG00000158901 /// OTTHUMG00000046342
215277_at	protocadherin 1	5097	ENSG00000156453 /// OTTHUMG00000129661
215288_at	transient receptor potential cation channel, subfamily C, member 2, pseudogene	7221	ENSG00000182048 /// OTTHUMG00000011712
215307_at	zinc finger protein 529	57711	ENSG00000186020 /// OTTHUMG00000180714
215384_s_at	microtubule associated protein 1A	4130	ENSG00000166963 /// OTTHUMG00000059756
215429_s_at	zinc finger protein 428	126299	ENSG00000131116 /// OTTHUMG00000182734
215452_x_at	small ubiquitin-like modifier 4	387082	ENSG00000177688 /// OTTHUMG00000015785
215459_at	cystinosin, lysosomal cystine transporter	1497	---
215461_at	zinc and ring finger 4	148066	ENSG00000105428 /// OTTHUMG00000180356
215512_at	membrane associated ring finger 6	10299	ENSG00000145495 /// OTTHUMG00000162027
215522_at	sortilin-related VPS10 domain containing receptor 3	22986	ENSG00000156395 /// OTTHUMG00000019011
215599_at	glucuronidase, beta pseudogene 3	653188	OTTHUMG00000162368
215629_s_at	deleted in lymphocytic leukemia 2 (non-protein coding) /// deleted in lymphocytic leukemia 2-like	8847 /// 79469	---
215632_at	neurogenin 2	63973	ENSG00000178403 /// OTTHUMG00000132907
215637_at	centrosomal protein 41kDa	95681	ENSG00000106477 /// OTTHUMG00000157823
215710_at	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	6484	---
215756_at	long intergenic non-protein coding RNA 1136	730227	ENSG00000233791
215766_at	glutathione S-transferase alpha 5	221357	ENSG00000182793 /// OTTHUMG00000014857
215767_at	zinc finger protein 804A	91752	ENSG00000170396 /// OTTHUMG00000132625
215777_at	immunoglobulin lambda variable 4-60	28785	OTTHUMG00000150851
215884_s_at	ubiquilin 2	29978	ENSG00000188021 /// OTTHUMG00000021669
215886_x_at	ubiquitin specific peptidase 12	219333	ENSG00000152484 /// OTTHUMG00000016626
215947_s_at	family with sequence similarity 136, member A	84908	ENSG00000035141 /// OTTHUMG00000129668
215960_at	solute carrier family 5 (glucose activated ion channel), member 4	6527	ENSG00000100191 /// OTTHUMG00000150007
215963_x_at	ribosomal protein L3	6122	---
215966_x_at	glycerol kinase 3 pseudogene	2713	---
216027_at	thioredoxin-related transmembrane protein 4	56255	ENSG00000125827 /// OTTHUMG00000031843
216034_at	zinc finger protein 280A	129025	ENSG00000169548 /// ENSG00000275499 /// OTTHUMG00000030545 /// OTTHUMG00000190329
216069_at	protein arginine methyltransferase 2	3275	---
216073_at	ankyrin repeat domain 34C	390616	ENSG00000235711 /// OTTHUMG00000172072
216206_x_at	mitogen-activated protein kinase kinase 7	5609	ENSG00000076984 /// OTTHUMG00000137368
216232_s_at	GCN1 eIF2 alpha kinase activator homolog	10985	ENSG00000089154 /// OTTHUMG00000169338
216301_at	---	---	---
216313_at	protocadherin beta 17 pseudogene	54661	---
216316_x_at	glycerol kinase /// glycerol kinase 3 pseudogene	2710 /// 2713	ENSG00000198814
216323_x_at	tubulin, alpha 3d	113457	ENSG00000075886 /// OTTHUMG00000153600
216376_x_at	anosmin 2, pseudogene	3734	OTTHUMG00000036365
216401_x_at	immunoglobulin kappa variable 1-37 (non-functional) /// immunoglobulin kappa variable 1D-37 (non-functional)	28894 /// 28931	OTTHUMG00000151689 /// OTTHUMG00000159960
216417_x_at	homeobox B9	3219	ENSG00000170689 /// OTTHUMG00000159907
216525_x_at	PMS1 homolog 2, mismatch repair system component pseudogene 3	5387	ENSG00000127957
216536_at	olfactory receptor, family 7, subfamily E, member 19 pseudogene	26651	OTTHUMG00000179940
216601_at	amine oxidase, copper containing 4, pseudogene	90586	ENSG00000260105
216893_s_at	collagen, type IV, alpha 3 (Goodpasture antigen)	1285	ENSG00000169031 /// OTTHUMG00000149891
216898_s_at	collagen, type IV, alpha 3 (Goodpasture antigen)	1285	ENSG00000169031 /// OTTHUMG00000149891
216910_at	X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound	7512	ENSG00000122121 /// OTTHUMG00000022373
216973_s_at	homeobox B7	3217	ENSG00000260027 /// OTTHUMG00000170231
217010_s_at	cell division cycle 25C	995	---
217031_at	keratin 84, type II	3890	ENSG00000161849 /// OTTHUMG00000169634
217045_x_at	natural cytotoxicity triggering receptor 2	9436	ENSG00000096264 /// OTTHUMG00000014678
217083_at	zinc finger, CW type with PWWP domain 2	152098	---
217100_s_at	UBX domain protein 7	26043	ENSG00000163960 /// OTTHUMG00000155639
217144_at	---	---	---
217147_s_at	T cell receptor associated transmembrane adaptor 1	50852	ENSG00000163519 /// OTTHUMG00000159198
217165_x_at	metallothionein 1F	4494	ENSG00000198417 /// OTTHUMG00000176838
217200_x_at	cytochrome b561	1534	---
217222_at	immunoglobulin heavy constant gamma 1 (G1m marker) /// src kinase associated phosphoprotein 2	3500 /// 8935	---
217228_s_at	ankyrin repeat and SOCS box containing 4	51666	ENSG00000005981 /// OTTHUMG00000153960
217246_s_at	diaphanous-related formin 2	1730	ENSG00000147202 /// OTTHUMG00000022689
217273_at	PRAME family member 10	343071	---
217285_at	DiGeorge syndrome critical region gene 14	8220	ENSG00000100056 /// OTTHUMG00000150119
217325_at	keratin 3, type II	3850	ENSG00000186442 /// OTTHUMG00000169799
217395_at	metallothionein 4	84560	ENSG00000102891 /// OTTHUMG00000176863
217481_x_at	shisa family member 6	388336	---
217493_x_at	natural cytotoxicity triggering receptor 2	9436	ENSG00000096264 /// OTTHUMG00000014678
217503_at	serine/threonine kinase 17b	9262	ENSG00000081320 /// OTTHUMG00000132735
217514_at	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5	29906	ENSG00000101638 /// OTTHUMG00000132643
217540_at	neurexophilin and PC-esterase domain family, member 3	91775	ENSG00000144815 /// OTTHUMG00000159179
217546_at	metallothionein 1M	4499	ENSG00000205364 /// OTTHUMG00000176938
217550_at	activating transcription factor 6	22926	ENSG00000118217 /// OTTHUMG00000023961
217556_at	chloride channel, voltage-sensitive 4	1183	ENSG00000073464
217585_at	nebulette	10529	ENSG00000078114 /// OTTHUMG00000017788
217614_at	histocompatibility (minor) HA-1	23526	---
217633_at	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)	9875	ENSG00000142207 /// OTTHUMG00000064919
217647_at	dihydroorotate dehydrogenase (quinone)	1723	ENSG00000102967 /// OTTHUMG00000178093
217677_at	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 2	59339	ENSG00000169499 /// OTTHUMG00000164069
217691_x_at	solute carrier family 16 (monocarboxylate transporter), member 3	9123	ENSG00000141526 /// OTTHUMG00000178832
217739_s_at	nicotinamide phosphoribosyltransferase	10135	ENSG00000105835 /// OTTHUMG00000140388
217847_s_at	thyroid hormone receptor associated protein 3	9967	ENSG00000054118 /// OTTHUMG00000007866
217895_at	pentatricopeptide repeat domain 3	55037	ENSG00000132300 /// OTTHUMG00000153168
217898_at	ER membrane protein complex subunit 7	56851	ENSG00000134153 /// OTTHUMG00000129367
217901_at	desmoglein 2	1829	ENSG00000046604 /// OTTHUMG00000179649
217938_s_at	potassium channel modulatory factor 1	56888	ENSG00000176407 /// OTTHUMG00000153004
217947_at	CKLF-like MARVEL transmembrane domain containing 6	54918	ENSG00000091317 /// OTTHUMG00000130747
217976_s_at	dynein, cytoplasmic 1, light intermediate chain 1	51143	ENSG00000144635 /// OTTHUMG00000130750
217997_at	pleckstrin homology-like domain, family A, member 1	22822	ENSG00000139289 /// OTTHUMG00000169783
218017_s_at	heparan-alpha-glucosaminide N-acetyltransferase	138050	ENSG00000165102 /// OTTHUMG00000164102
218031_s_at	forkhead box N3	1112	ENSG00000053254 /// OTTHUMG00000170898
218096_at	1-acylglycerol-3-phosphate O-acyltransferase 5	55326	ENSG00000155189 /// OTTHUMG00000163656
